file,num_gt_boxes,num_matched_boxes,mean_iou,mean_iogt,mean_center_distance,mean_lev_sim,mean_cer_sim,mean_word_sim,mean_chrf,mean_end2end_lev,mean_end2end_chrf,recall_iou_03,recall_iou_05,weighted_lev_sim,weighted_chrf,weighted_end2end_lev,weighted_end2end_chrf,page_concat_lev_sim,page_concat_chrf,gt_json_path,pred_json_path
pg_31.json,9,9,0.2710279820472888,0.37392663943288595,73.7698811229337,0.2575599499960339,0.2575599499960339,0.2575599499960339,0.1804764788849918,0.07586286208753731,0.057163714682830324,0.3333333333333333,0.1111111111111111,0.2823976840856192,0.19830032866585767,0.10133667335490824,0.0768488523166402,0.3135802469135802,0.2968002082953077,outputs\en\json\pg_31.json,outputs\jap\translation_best\pg_31.json
pg_32.json,5,5,0.17332896751260995,0.2483903659314853,74.74507912156177,0.21990647365688853,0.21990647365688853,0.21990647365688853,0.10120708823716393,0.032668538833331394,0.014680010498217048,0.2,0.2,0.20301626539811796,0.17285510399192341,0.017504883364740802,0.01248400743250009,0.33333333333333337,0.2641477920650903,outputs\en\json\pg_32.json,outputs\jap\translation_best\pg_32.json
pg_33.json,2,2,0.0,0.0,426.65897691045143,0.03785714285714287,0.03785714285714287,0.03785714285714287,0.0655334249084249,0.0,0.0,0.0,0.0,0.03785714285714287,0.0655334249084249,0.0,0.0,0.05063291139240511,0.05314235351808411,outputs\en\json\pg_33.json,outputs\jap\translation_best\pg_33.json
pg_34.json,10,10,0.1525865876896839,0.22143728564563983,101.94538058730706,0.15398962148962153,0.15398962148962153,0.15398962148962153,0.10634148666463558,0.035343412806484974,0.022481730970878307,0.2,0.1,0.22284252444802904,0.13826281311416716,0.06743501960504975,0.041858193534056766,0.2928571428571428,0.26816262057341905,outputs\en\json\pg_34.json,outputs\jap\translation_best\pg_34.json
pg_35.json,8,8,0.11238587688534087,0.15000021054530188,148.53659729863531,0.08987494059088487,0.08987494059088487,0.08987494059088487,0.07770474135119884,0.015274517906861481,0.013944742993755421,0.25,0.0,0.15467256687128794,0.14285593729625212,0.04370152921788788,0.04191389800652465,0.24583333333333335,0.19620644884341712,outputs\en\json\pg_35.json,outputs\jap\translation_best\pg_35.json
pg_36.json,9,9,0.2158520520622915,0.2727984048409326,72.78146170266469,0.19572572346050157,0.19572572346050157,0.19572572346050157,0.14966134722751245,0.052567319781044536,0.04006057097567642,0.2222222222222222,0.2222222222222222,0.23026587795732004,0.1666774223956434,0.06264515831647939,0.0440753820528596,0.2603550295857988,0.278449135289522,outputs\en\json\pg_36.json,outputs\jap\translation_best\pg_36.json
pg_37.json,18,18,0.11009772624426607,0.16279702101967988,109.60851011891934,0.19131793218929155,0.19131793218929155,0.19131793218929155,0.14031233129285658,0.020516263737809286,0.012843790798753637,0.1111111111111111,0.0,0.21745247913328666,0.14629331844665974,0.02847037750380243,0.01785534679059081,0.28,0.27101228043115216,outputs\en\json\pg_37.json,outputs\jap\translation_best\pg_37.json
pg_38.json,10,10,0.047749568372101946,0.0606655876799584,146.1907573102563,0.0860710553814002,0.0860710553814002,0.0860710553814002,0.07543148572741921,0.0038276470396446443,0.005508514485635371,0.0,0.0,0.10135418691046537,0.07886723856747159,0.004501663917646175,0.004942524922237439,0.14741035856573703,0.09934334625738678,outputs\en\json\pg_38.json,outputs\jap\translation_best\pg_38.json
pg_39.json,6,6,0.012248032931586682,0.05112509653530789,270.20447726787603,0.03618561089825458,0.03618561089825458,0.03618561089825458,0.033247775464892416,0.0009072344940223828,0.0012084451547169216,0.0,0.0,0.05673758865248229,0.046279798401622205,0.00046444079147263726,0.0006179822631460389,0.15702479338842978,0.08048021516641779,outputs\en\json\pg_39.json,outputs\jap\translation_best\pg_39.json
pg_4.json,15,15,0.08061533478996638,0.1360063254541628,124.30366918792167,0.185977150600962,0.185977150600962,0.185977150600962,0.1264927463265342,0.0163461827624474,0.012244345828356021,0.0,0.0,0.2556680771482147,0.1770555621774933,0.028516010231346475,0.02230900156489653,0.31376975169300225,0.27173129649568595,outputs\en\json\pg_4.json,outputs\jap\translation_best\pg_4.json
